PDF,TITLE
0707.3666.pdf,RGCNN: Regularized Graph CNN for Point Cloud Segmentation
1610.04549.pdf,APAN: Asynchronous Propagate Attention Network for Real-time Temporal Graph Embedding
1102.2361.pdf,Proving Expected Sensitivity of Probabilistic Programs
2011.11545.pdf,Improving Neural Machine Translation with Parent-Scaled Self-Attention
2012.01955.pdf,arXiv:2105.01488v1  [cs.HC]  3 May 2021
1401.3877.pdf,Plausible Deniability
1110.0811.pdf,Nancy: an efficient parallel Network Calculus library
2209.14826.pdf,Format guide for AIRCC
1305.4365.pdf,Microsoft Word - Bridging the Research-Practice Gap in RE Through Effective Teaching_v3- form krassie.docx
0804.2991.pdf,C:/Documents and Settings/tharakas/Desktop/Trans IT/V9/JP_Final.dvi
1407.4186.pdf,Insert Your Title Here
1301.6301.pdf,
2105.06068.pdf,Microsoft Word - build the vocabulary of DNA sequence1.docx
1202.2518.pdf,CHI workshop FinBots word doc
1808.10485.pdf,Steklov Geometry Processing:An Extrinsic Approach to Spectral Shape Analysis
1302.3219.pdf,AAAI Proceedings Template
2103.02397.pdf,Deep Learning with Apache SystemML
1905.06455.pdf,Tractable Combinations of Theories via Sampling
1911.07255.pdf,paper.dvi
1206.5260.pdf,GAN-based method for cyber-intrusion detection
2007.13179.pdf,Code Shrew
2109.05433.pdf,International Journal of advanced studies in Computer Science and Engineering
2209.04508.pdf,A Case for Humans-in-the-Loop: Decisions in the Presence of Erroneous Algorithmic Scores
1508.00299.pdf,Article-Gualandi-Pareschi-Peroni
2002.08035.pdf,Microsoft Word - Manuscript
1603.07342.pdf,Explainable AI for Intelligence Augmentation in Multi-Domain Operations 
2002.04791.pdf,Data efficiency in graph networks through equivariance
2102.04639.pdf,Robust single- and multi-loudspeaker least-squares-based equalization for hearing devices
1909.01066.pdf,Microsoft Word - SS-DWT-arxiv
1812.00237.pdf,
2007.05361.pdf,To be decided later
1904.08784.pdf,Diffuse interface relaxation model for two-phase compressible flows with diffusion processes
1911.06714.pdf,Understanding the Relative Strength of QBF CDCL Solvers and QBF Resolution
1907.07778.pdf,3DFR: A Swift 3D Feature Reductionist Framework for Scene Independent Change Detection
1803.03932.pdf,On Data-Independent Properties for Density-Based Dissimilarity Measures in Hybrid Clustering
1604.08936.pdf,Microsoft Word - axiv_2020-05-13.docx
2009.09928.pdf,IEEE Paper Template in A4 (V1)
2203.10274.pdf,Microsoft Word - Kirk and MacDonell (2014) AMCIS.docx
1810.05731.pdf,Typed Linear Algebra for Efficient Analytical Querying
1206.3483.pdf,Comprehensive Multiparty Session Types
1404.6788.pdf,Microsoft Word - 536_final-2.doc
1807.08392.pdf,Neural Point-Based Graphics
2006.06094.pdf,Akshay_MMaaS_ArXiv
2206.01987.pdf,C:\Users\Administrator\Desktop\compare\analysis\entropy_nDCG_lpt.eps
1808.10328.pdf,Microsoft Word - New-frame-ArXiv-12pages
1802.00565.pdf,CausCF: Causal Collaborative Filtering for Recommendation Effect Estimation
2010.11925.pdf,Microsoft Word - test2.docx.pdf
1510.00772.pdf,Search Based Code Generation for Machine Learning Programs
1804.05347.pdf,Microsoft Word - Implementation of Multipath and Multiple Description Coding in OLSR.doc
0902.4781.pdf,tsp.eps
2003.13074.pdf,Paper Title (use style: paper title)
1903.03033.pdf,Real-time EEG-based Emotion Recognition using Discrete Wavelet Transforms on Full and Reduced Channel Signals
1908.01860.pdf,Orienting Point Clouds with Dipole Propagation
2207.00894.pdf,AdaRNN: Adaptive Learning and Forecasting for Time Series
2012.03996.pdf,*-0.1cm Solid Geometry Processing on Deconstructed Domains *-0.2cm 
1111.1814.pdf,Paper Title (use style: paper title)
1805.04342.pdf,Microsoft Word - v4_CALP_single_colomn
2002.05424.pdf,memory_rate.eps
2104.00606.pdf,Mitigating deep double descent by concatenating inputs
1804.02628.pdf,Provable Alternating Gradient Descent for Non-negative Matrix Factorization with Strong Correlations
1611.08853.pdf,Regularization Strategies for Quantile Regression
1905.07113.pdf,Hybrid attention network based on progressive embedding scale-context for crowd counting
2109.12668.pdf,figct2.eps
1708.00415.pdf,Deep Generative Quantile-Copula Models for Probabilistic Forecasting
1809.02499.pdf,An Advanced Survey on Secure  Energy-Efficient Hierarchical Routing Protocols in Wireless Sensor  Networks
2110.08962.pdf,Fairness for Text Classification Tasks with  Identity Information Data Augmentation Methods
1007.3384.pdf,Contents
2211.09710.pdf,Personalized Bundle Recommendation in Online Games
1306.6122.pdf,
2104.05307.pdf,EndCold
1610.04805.pdf,Automated Analysis of Multi-View Software Architectures
1703.11008.pdf,arXiv:1707.03872v1  [cs.AI]  12 Jul 2017
2211.11916.pdf,``How Does It Detect A Malicious App?'' Explaining the Predictions of AI-based Android Malware Detector
1909.03478.pdf,Deep-learning-based coupled flow-geomechanics surrogate model for CO2 sequestration
2107.05363.pdf,"Dynamics, behaviours, and anomaly persistence in cryptocurrencies and equities surrounding COVID-19"
2211.05716.pdf,Overleaf Example
2209.11432.pdf,Combining Reinforcement Learning and Inverse Reinforcement Learning for Asset Allocation Recommendations 
2008.08480.pdf,Investigating Entropy for Extractive Document Summarization
1808.00059.pdf,Microsoft Word - 08120906 IJCSIS Camera Ready Paper.doc
1305.4237.pdf,SimpleX: A Simple and Strong Baseline for  Collaborative Filtering
2201.01874.pdf,A Sparse Representation of Complete Local Binary Pattern Histogram for Human Face Recognition
1208.5324.pdf,Format guide for AIRCC
1806.00600.pdf,Representation Evaluation Block-based Teacher-Student Network for the Industrial Quality-relevant Performance Modeling and Monitoring
2003.07957.pdf,FiniteNet: A Fully Convolutional LSTM Network Architecture for Time-Dependent Partial Differential Equations
2002.03014.pdf,Contextually Propagated Term Weights for Document Representation 
2112.14330.pdf, winPIBT: Expanded Prioritized Algorithm for Iterative Multi-agent Path Finding 
1810.00279.pdf,Spectrum-enhanced Pairwise Learning to Rank
1801.04816.pdf,Keeping Data at the Edge of Smart Irrigation Networks:  A Case Study in Strawberry Greenhouses
1704.06493.pdf,arXiv:2008.08506v1  [cs.DS]  19 Aug 2020
1309.5822.pdf,Generalized Boosting Algorithms for Convex Optimization
1812.00910.pdf,Combining unsupervised and supervised learning for predicting the final stroke lesion
1205.6229.pdf,janhunen09a.dvi
1812.09648.pdf,"Artificial life, complex systems and cloud computing: a short review"
1604.01429.pdf,Microsoft Word - amia2016_FINAL.docx
1112.1497.pdf,Tiny Video Networks
0903.0467.pdf,arXiv:2110.05560v1  [cs.CY]  11 Oct 2021
